,Anchors,Precisions,Classes,Predicted Sales,Sales,Dates
151,"['Promo2SinceWeek <= 5.00', '3.00 < DayOfWeek <= 4.00', 'Assortment <= 1.00', 'Month <= 2.00', 'CompetitionOpen > 70.00', '870.00 < CompetitionDistance <= 1700.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '0.00 < Promo <= 1.00']",0.7515204170286707,3.0,5731.9526,5171.0,2015-01-29
152,"['870.00 < CompetitionDistance <= 1700.00', '2.00 < DayOfWeek <= 3.00', '0.00 < Promo <= 1.00', 'Month <= 3.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'CompetitionOpen > 70.00', 'PromoOpen > 24160.25']",0.6908713692946058,4.0,5859.9243,4310.0,2015-01-28
153,"['870.00 < CompetitionDistance <= 1700.00', 'Promo > 0.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '1.00 < DayOfWeek <= 2.00', 'Month <= 3.00', 'CompetitionOpen > 70.00', 'Promo2SinceYear <= 0.00']",0.7739672642244739,4.0,6319.451,4806.0,2015-01-27
154,"['0.00 < Promo <= 1.00', 'PromoOpen > 24178.00', '870.00 < CompetitionDistance <= 1700.00', '70.00 < CompetitionOpen <= 24158.00', 'Month <= 2.00', 'DayOfWeek <= 1.00', 'Assortment <= 1.00', 'Promo2SinceYear <= 2013.00', '3.00 < CompetitionOpenSinceMonth <= 9.00']",0.7559354226020892,5.0,7106.996,4781.0,2015-01-26
155,"['Promo <= 0.00', 'Assortment <= 1.00', 'DayOfWeek > 5.00', '3.00 < CompetitionOpenSinceMonth <= 9.00', 'CompetitionOpen > 70.00', '870.00 < CompetitionDistance <= 1700.00']",0.7847750865051903,2.0,3902.6624,4840.0,2015-01-24
156,"['Assortment <= 1.00', 'Promo <= 0.00', '4.00 < DayOfWeek <= 5.00', '870.00 < CompetitionDistance <= 2960.00', 'Month <= 2.00', 'PromoOpen > 24178.00', '70.00 < CompetitionOpen <= 107.00', 'Promo2SinceWeek <= 5.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Promo2SinceYear <= 0.00']",0.7336405529953917,3.0,4782.529,3586.0,2015-01-23
157,"['Assortment <= 1.00', 'Promo <= 0.00', 'Month <= 2.00', '870.00 < CompetitionDistance <= 1700.00', 'CompetitionOpen > 70.00', 'Promo2SinceYear <= 2011.00', 'CompetitionOpenSinceMonth <= 9.00', '1.00 < DayOfWeek <= 4.00']",0.7516949152542373,2.0,4532.0503,3492.0,2015-01-22
158,"['Month <= 2.00', 'Promo <= 0.00', 'Assortment <= 1.00', '870.00 < CompetitionDistance <= 1700.00', '70.00 < CompetitionOpen <= 24171.00', 'Promo2SinceYear <= 2011.00', '1.00 < DayOfWeek <= 3.00', '3.00 < CompetitionOpenSinceMonth <= 9.00']",0.754440961337513,2.0,4514.959,3299.0,2015-01-21
159,"['Month <= 2.00', 'Promo <= 0.00', 'Assortment <= 1.00', '870.00 < CompetitionDistance <= 1700.00', '70.00 < CompetitionOpen <= 24158.00', 'Promo2SinceYear <= 2011.00', '1.00 < DayOfWeek <= 2.00', '3.00 < CompetitionOpenSinceMonth <= 9.00']",0.7830188679245284,2.0,4509.1445,3680.0,2015-01-20
160,"['Promo <= 0.00', '870.00 < CompetitionDistance <= 10690.00', 'DayOfWeek <= 1.00', 'Month <= 2.00', 'PromoOpen > 24168.75', '70.00 < CompetitionOpen <= 107.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Promo2SinceWeek <= 5.00', 'Promo2SinceYear <= 2009.00']",0.7081604426002767,3.0,4860.1245,3721.0,2015-01-19
161,"['Promo <= 0.00', 'Assortment <= 1.00', '870.00 < CompetitionDistance <= 1700.00', 'DayOfWeek > 5.00', 'CompetitionOpen > 70.00', 'Month <= 10.00', 'Promo2SinceYear <= 2013.00']",0.7950391644908616,2.0,4188.001,5255.0,2015-01-17
162,"['870.00 < CompetitionDistance <= 1700.00', '4.00 < DayOfWeek <= 5.00', '0.00 < Promo <= 1.00', 'Assortment <= 1.00', 'Month <= 2.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'PromoOpen > 24160.25', 'CompetitionOpen > 70.00']",0.6835714285714286,4.0,5896.644,4161.0,2015-01-16
163,"['Assortment <= 1.00', '3.00 < DayOfWeek <= 4.00', '70.00 < CompetitionOpen <= 24171.00', 'Month <= 2.00', '870.00 < CompetitionDistance <= 1700.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Promo2SinceWeek <= 0.00', 'Promo > 0.00']",0.7556089743589743,3.0,5675.0483,4295.0,2015-01-15
164,"['870.00 < CompetitionDistance <= 1700.00', '2.00 < DayOfWeek <= 3.00', '0.00 < Promo <= 1.00', 'Month <= 2.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '36.00 < CompetitionOpen <= 107.00', 'PromoOpen > 48.00']",0.6703703703703704,4.0,5884.328,4541.0,2015-01-14
165,"['870.00 < CompetitionDistance <= 1700.00', 'Promo > 0.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '1.00 < DayOfWeek <= 2.00', 'Month <= 2.00', 'CompetitionOpen > 70.00', 'Promo2SinceYear <= 0.00']",0.7915106117353309,4.0,6348.1963,4924.0,2015-01-13
166,"['PromoOpen > 24178.00', '0.00 < Promo <= 1.00', '870.00 < CompetitionDistance <= 1700.00', 'Month <= 2.00', 'DayOfWeek <= 1.00', 'CompetitionOpenSinceMonth <= 9.00', 'Assortment <= 3.00', '70.00 < CompetitionOpen <= 24171.00', 'Promo2SinceYear <= 2009.00']",0.7892030848329049,5.0,7281.9375,5346.0,2015-01-12
167,"['Promo <= 0.00', 'DayOfWeek > 5.00', 'CompetitionOpen > 70.00', 'Assortment <= 1.00', 'CompetitionOpenSinceMonth > 3.00', '870.00 < CompetitionDistance <= 1700.00']",0.7608108108108108,2.0,4109.2437,4599.0,2015-01-10
168,"['Assortment <= 1.00', '3.00 < DayOfWeek <= 5.00', '870.00 < CompetitionDistance <= 2960.00', 'Month <= 2.00', '70.00 < CompetitionOpen <= 107.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Promo2SinceWeek <= 5.00', 'Promo > 0.00']",0.6990936555891238,3.0,5734.5723,3998.0,2015-01-09
169,"['Assortment <= 1.00', '3.00 < DayOfWeek <= 4.00', 'CompetitionOpen > 70.00', 'Month <= 2.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Promo2SinceWeek <= 0.00', '870.00 < CompetitionDistance <= 1700.00', 'Promo > 0.00']",0.7697841726618705,3.0,5608.1123,3716.0,2015-01-08
170,"['870.00 < CompetitionDistance <= 1700.00', '2.00 < DayOfWeek <= 6.00', 'Promo > 0.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Assortment <= 1.00', 'Month <= 5.00', '70.00 < CompetitionOpen <= 107.00', 'Promo2SinceYear <= 2009.00', 'PromoOpen > 29.00']",0.7060984570168993,4.0,5966.812,4796.0,2015-01-07
171,"['870.00 < CompetitionDistance <= 2960.00', 'Promo > 0.00', 'Assortment <= 1.00', '1.00 < DayOfWeek <= 2.00', 'Month <= 2.00', 'PromoOpen > 29.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '70.00 < CompetitionOpen <= 24171.00', 'Promo2SinceYear <= 0.00', 'Promo2SinceWeek <= 14.00']",0.817762399077278,4.0,6543.3657,4574.0,2015-01-06
172,"['PromoOpen > 24178.00', '0.00 < Promo <= 1.00', '870.00 < CompetitionDistance <= 1700.00', 'Month <= 2.00', '70.00 < CompetitionOpen <= 107.00', 'Assortment <= 1.00', 'DayOfWeek <= 1.00', 'Promo2SinceWeek <= 0.00', 'Promo2SinceYear <= 2011.00', '3.00 < CompetitionOpenSinceMonth <= 10.00']",0.734185733512786,5.0,7680.817,6239.0,2015-01-05
173,"['Promo <= 0.00', 'DayOfWeek > 5.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Assortment <= 1.00', '870.00 < CompetitionDistance <= 2960.00', 'CompetitionOpen > 70.00']",0.7963761863675582,2.0,4161.924,5023.0,2015-01-03
174,"['Assortment <= 1.00', 'Promo <= 0.00', '4.00 < DayOfWeek <= 5.00', 'Month <= 2.00', 'PromoOpen > 24178.00', '70.00 < CompetitionOpen <= 24158.00', '870.00 < CompetitionDistance <= 1700.00', 'Promo2SinceYear <= 2011.00', '6.00 < CompetitionOpenSinceMonth <= 9.00']",0.7536793183578622,3.0,5268.4897,5509.0,2015-01-02
175,"['Assortment <= 1.00', 'Promo <= 0.00', 'PromoOpen <= 24168.75', '870.00 < CompetitionDistance <= 1700.00', '70.00 < CompetitionOpen <= 24158.00', 'DayOfWeek > 2.00', 'Promo2SinceYear <= 2013.00', 'CompetitionOpenSinceMonth <= 9.00']",0.7513227513227513,2.0,3907.453,2605.0,2014-12-31
176,"['870.00 < CompetitionDistance <= 1700.00', '1.00 < DayOfWeek <= 5.00', 'Month > 10.00', '24160.25 < PromoOpen <= 24168.75', '36.00 < CompetitionOpen <= 107.00', 'Promo <= 0.00', 'Assortment <= 1.00', 'Promo2SinceYear <= 0.00', 'Promo2SinceWeek <= 0.00', '6.00 < CompetitionOpenSinceMonth <= 9.00']",0.4773413897280967,4.0,6008.8765,6466.0,2014-12-30
177,"['6.00 < CompetitionOpenSinceMonth <= 9.00', 'Promo2SinceWeek <= 0.00', '36.00 < CompetitionOpen <= 107.00', 'DayOfWeek <= 2.00', '24160.25 < PromoOpen <= 24168.75', '870.00 < CompetitionDistance <= 1700.00', 'Promo <= 0.00', 'Month > 10.00', 'Assortment <= 1.00', 'Promo2SinceYear <= 0.00']",0.45953436807095344,4.0,6399.806,6463.0,2014-12-29
178,"['Promo <= 0.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Assortment <= 1.00', 'PromoOpen > 24178.00', '70.00 < CompetitionOpen <= 107.00', '870.00 < CompetitionDistance <= 1700.00', 'Month > 10.00', '3.00 < DayOfWeek <= 6.00']",0.6539900249376559,3.0,5101.199,6057.0,2014-12-27
179,"['Assortment <= 1.00', 'Promo <= 0.00', '870.00 < CompetitionDistance <= 1700.00', 'CompetitionOpen > 70.00', '2.00 < DayOfWeek <= 3.00', 'Promo2SinceYear <= 2011.00', 'CompetitionOpenSinceMonth <= 9.00', 'Month > 6.00']",0.7621621621621621,2.0,4241.4805,3659.0,2014-12-24
180,"['PromoOpen > 24178.00', '0.00 < CompetitionOpenSinceMonth <= 9.00', '1.00 < DayOfWeek <= 2.00', '70.00 < CompetitionOpen <= 107.00', 'Promo <= 1.00', '870.00 < CompetitionDistance <= 1700.00', 'Month > 10.00', 'Assortment <= 3.00', 'Promo2SinceWeek <= 0.00', 'Promo2SinceYear <= 0.00']",0.433173406442769,5.0,8313.83,7959.0,2014-12-23
181,"['PromoOpen > 24178.00', 'Month > 10.00', 'DayOfWeek <= 1.00', '870.00 < CompetitionDistance <= 2960.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Promo2SinceWeek <= 0.00', 'Promo <= 1.00', 'Assortment <= 1.00', 'Promo2SinceYear <= 0.00', '70.00 < CompetitionOpen <= 107.00']",0.4679186228482003,5.0,8401.363,9331.0,2014-12-22
182,"['870.00 < CompetitionDistance <= 10690.00', '3.00 < DayOfWeek <= 6.00', '9.00 < CompetitionOpen <= 107.00', 'PromoOpen > 24160.25', 'Promo2SinceWeek <= 0.00', 'Assortment <= 3.00', 'Promo2SinceYear <= 2009.00', 'Promo <= 0.00', '6.00 < CompetitionOpenSinceMonth <= 10.00']",0.39408866995073893,4.0,6114.7764,8367.0,2014-12-20
183,"['PromoOpen > 24178.00', 'Promo > 0.00', '4.00 < DayOfWeek <= 5.00', '870.00 < CompetitionDistance <= 10690.00', 'CompetitionOpen > 70.00', 'CompetitionOpenSinceMonth <= 10.00', 'Promo2SinceWeek <= 35.00']",0.5509278350515464,5.0,7611.034,7558.0,2014-12-19
184,"['Promo > 0.00', '870.00 < CompetitionDistance <= 10690.00', 'PromoOpen > 24178.00', '1.00 < DayOfWeek <= 4.00', 'CompetitionOpen > 70.00', 'CompetitionOpenSinceMonth <= 10.00', 'Promo2SinceWeek <= 35.00']",0.5597014925373134,5.0,7497.3384,7785.0,2014-12-18
185,"['0.00 < Promo <= 1.00', 'PromoOpen > 24178.00', 'CompetitionDistance > 870.00', 'Promo2SinceYear <= 0.00', '1.00 < DayOfWeek <= 3.00', 'CompetitionOpen > 70.00', 'CompetitionOpenSinceMonth <= 10.00', 'Promo2SinceWeek <= 35.00']",0.5724258289703316,5.0,7534.1987,7523.0,2014-12-17
186,"['0.00 < Promo <= 1.00', '870.00 < CompetitionDistance <= 10690.00', 'PromoOpen > 24160.25', '1.00 < DayOfWeek <= 2.00', 'CompetitionOpen > 70.00', 'CompetitionOpenSinceMonth <= 10.00']",0.5865570599613152,5.0,8241.165,7739.0,2014-12-16
187,"['DayOfWeek <= 1.00', 'Month > 10.00', 'Promo > 0.00', 'CompetitionDistance <= 2960.00', 'Promo2SinceYear <= 2009.00']",0.7947725072604066,6.0,9505.254,8069.0,2014-12-15
188,"['Promo <= 0.00', '870.00 < CompetitionDistance <= 1700.00', '70.00 < CompetitionOpen <= 107.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'PromoOpen > 24178.00', '4.00 < DayOfWeek <= 6.00', 'Month > 10.00', 'Promo2SinceWeek <= 0.00', 'Promo2SinceYear <= 0.00']",0.6001088139281828,3.0,5454.2925,7263.0,2014-12-13
189,"['Assortment <= 1.00', 'Promo <= 0.00', '870.00 < CompetitionDistance <= 2960.00', '70.00 < CompetitionOpen <= 107.00', '4.00 < DayOfWeek <= 5.00', 'PromoOpen > 24178.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Month > 10.00', 'Promo2SinceYear <= 0.00', 'Promo2SinceWeek <= 5.00']",0.7381329113924051,3.0,5709.417,5269.0,2014-12-12
190,"['Promo <= 0.00', '70.00 < CompetitionOpen <= 107.00', 'Assortment <= 1.00', 'PromoOpen > 48.00', '3.00 < DayOfWeek <= 4.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '870.00 < CompetitionDistance <= 10690.00', 'Promo2SinceYear <= 2009.00', 'Month > 10.00']",0.7150205761316872,3.0,5454.7036,5060.0,2014-12-11
191,"['Promo <= 0.00', '870.00 < CompetitionDistance <= 2960.00', 'Assortment <= 1.00', 'PromoOpen > 24160.25', '2.00 < DayOfWeek <= 3.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'CompetitionOpen > 36.00']",0.6104461371055495,3.0,5060.895,4915.0,2014-12-10
192,"['Assortment <= 1.00', 'Promo <= 0.00', '1.00 < DayOfWeek <= 2.00', 'Promo2SinceYear <= 0.00', '870.00 < CompetitionDistance <= 10690.00', '70.00 < CompetitionOpen <= 107.00', 'PromoOpen > 48.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Promo2SinceWeek <= 0.00', 'Month > 3.00']",0.6559532505478451,3.0,5482.898,4345.0,2014-12-09
193,"['CompetitionDistance > 870.00', 'PromoOpen > 24178.00', 'Promo <= 0.00', 'DayOfWeek <= 1.00', 'Month > 3.00', 'CompetitionOpenSinceMonth <= 9.00', 'CompetitionOpen > 36.00']",0.43870112657389,4.0,5946.5625,4884.0,2014-12-08
194,"['Promo <= 0.00', '70.00 < CompetitionOpen <= 107.00', 'Assortment <= 1.00', 'PromoOpen > 48.00', '870.00 < CompetitionDistance <= 10690.00', 'Promo2SinceYear <= 2009.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Month > 2.00']",0.6179028132992327,3.0,5406.963,6185.0,2014-12-06
195,"['0.00 < Promo <= 1.00', 'PromoOpen > 24178.00', '4.00 < DayOfWeek <= 5.00', '870.00 < CompetitionDistance <= 10690.00', 'CompetitionOpen > 70.00', 'CompetitionOpenSinceMonth <= 10.00', 'Promo2SinceWeek <= 35.00', 'Month > 2.00']",0.5515695067264574,5.0,7730.2866,6207.0,2014-12-05
196,"['870.00 < CompetitionDistance <= 1700.00', '3.00 < DayOfWeek <= 5.00', '0.00 < Promo <= 1.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'PromoOpen > 24178.00', '70.00 < CompetitionOpen <= 107.00', 'Month > 2.00']",0.70079883805374,4.0,6960.095,7016.0,2014-12-04
197,"['870.00 < CompetitionDistance <= 1700.00', '2.00 < DayOfWeek <= 3.00', 'Promo > 0.00', 'Assortment <= 1.00', 'Promo2SinceYear <= 2013.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'CompetitionOpen > 70.00', 'PromoOpen > 24178.00', 'Month > 2.00']",0.75,4.0,6959.5244,6454.0,2014-12-03
198,"['0.00 < Promo <= 1.00', 'PromoOpen > 48.00', '870.00 < CompetitionDistance <= 10690.00', '1.00 < DayOfWeek <= 2.00', 'CompetitionOpenSinceMonth <= 9.00', '9.00 < CompetitionOpen <= 107.00', 'Month > 2.00', 'Assortment <= 3.00']",0.5924574209245742,5.0,7567.862,6467.0,2014-12-02
199,"['PromoOpen > 24178.00', '0.00 < Promo <= 1.00', '870.00 < CompetitionDistance <= 2960.00', '70.00 < CompetitionOpen <= 24158.00', 'Promo2SinceWeek <= 0.00', 'Promo2SinceYear <= 0.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'DayOfWeek <= 1.00', 'Assortment <= 1.00', 'Month > 6.00']",0.6660572821450336,5.0,8737.866,7380.0,2014-12-01
200,"['870.00 < CompetitionDistance <= 10690.00', 'Promo <= 0.00', 'PromoOpen > 48.00', 'Assortment <= 1.00', 'Promo2SinceYear <= 0.00', '70.00 < CompetitionOpen <= 107.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'DayOfWeek <= 6.00']",0.5757409440175631,3.0,5550.4834,7066.0,2014-11-29
201,"['PromoOpen > 24178.00', 'Promo > 0.00', '4.00 < DayOfWeek <= 5.00', '870.00 < CompetitionDistance <= 10690.00', 'CompetitionOpenSinceMonth <= 9.00', 'Promo2SinceYear <= 2013.00', 'CompetitionOpen <= 107.00']",0.5286761535144459,5.0,7271.3325,7195.0,2014-11-28
202,"['870.00 < CompetitionDistance <= 2960.00', '2.00 < DayOfWeek <= 4.00', 'Promo > 0.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '70.00 < CompetitionOpen <= 24171.00', 'PromoOpen > 24178.00', 'Promo2SinceYear <= 2009.00', 'Month > 3.00']",0.735270379338176,4.0,6501.981,6144.0,2014-11-27
203,"['870.00 < CompetitionDistance <= 1700.00', '2.00 < DayOfWeek <= 3.00', 'Promo > 0.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'CompetitionOpen > 70.00', 'PromoOpen > 24178.00', 'Promo2SinceYear <= 2011.00', 'Month > 2.00']",0.750206782464847,4.0,6307.5337,5328.0,2014-11-26
204,"['870.00 < CompetitionDistance <= 1700.00', '1.00 < DayOfWeek <= 2.00', '0.00 < Promo <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Assortment <= 1.00', '70.00 < CompetitionOpen <= 24158.00', 'Promo2SinceYear <= 0.00', 'PromoOpen > 10.50']",0.7482319660537482,4.0,6730.75,5815.0,2014-11-25
205,"['0.00 < Promo <= 1.00', 'PromoOpen > 24178.00', '870.00 < CompetitionDistance <= 1700.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '70.00 < CompetitionOpen <= 24158.00', 'DayOfWeek <= 1.00', 'Promo2SinceWeek <= 0.00', 'Promo2SinceYear <= 0.00', 'Month > 10.00', 'Assortment <= 1.00']",0.6614713216957606,5.0,7771.613,6527.0,2014-11-24
206,"['870.00 < CompetitionDistance <= 1700.00', 'Promo <= 0.00', 'Assortment <= 1.00', 'Promo2SinceYear <= 0.00', 'Month > 10.00', '70.00 < CompetitionOpen <= 107.00', 'PromoOpen > 24178.00', '4.00 < DayOfWeek <= 6.00', 'Promo2SinceWeek <= 0.00', '3.00 < CompetitionOpenSinceMonth <= 9.00']",0.6170690623245367,3.0,4759.973,5849.0,2014-11-22
207,"['870.00 < CompetitionDistance <= 2960.00', 'Promo <= 0.00', 'Assortment <= 1.00', '4.00 < DayOfWeek <= 5.00', 'Promo2SinceYear <= 2009.00', '70.00 < CompetitionOpen <= 24171.00', 'PromoOpen > 24168.75', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Month > 10.00']",0.7512733446519525,3.0,5248.026,4594.0,2014-11-21
208,"['Promo <= 0.00', '870.00 < CompetitionDistance <= 10690.00', 'Assortment <= 1.00', '3.00 < DayOfWeek <= 4.00', 'PromoOpen > 24178.00', '70.00 < CompetitionOpen <= 107.00', 'Promo2SinceYear <= 2009.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Month > 10.00']",0.6916771752837326,3.0,5035.9697,4963.0,2014-11-20
209,"['Assortment <= 1.00', 'Promo <= 0.00', '2.00 < DayOfWeek <= 3.00', 'PromoOpen > 24160.25', '70.00 < CompetitionOpen <= 107.00', '6.00 < CompetitionOpenSinceMonth <= 10.00', 'Month > 3.00', '870.00 < CompetitionDistance <= 10690.00']",0.6382335148215366,3.0,4854.8057,3894.0,2014-11-19
210,"['870.00 < CompetitionDistance <= 10690.00', 'Promo <= 0.00', '1.00 < DayOfWeek <= 2.00', 'Promo2SinceWeek <= 0.00', 'PromoOpen > 24160.25', '70.00 < CompetitionOpen <= 107.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Promo2SinceYear <= 2009.00', 'Month > 2.00']",0.6386020651310564,3.0,4915.8877,3890.0,2014-11-18
211,"['Assortment <= 1.00', 'Promo <= 0.00', 'DayOfWeek <= 1.00', '870.00 < CompetitionDistance <= 1700.00', 'PromoOpen > 24178.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '70.00 < CompetitionOpen <= 107.00', 'Month > 2.00']",0.7263286499694563,3.0,5329.883,3582.0,2014-11-17
212,"['870.00 < CompetitionDistance <= 1700.00', 'Promo <= 0.00', '70.00 < CompetitionOpen <= 107.00', 'Assortment <= 1.00', 'PromoOpen > 24178.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Month > 10.00', '3.00 < DayOfWeek <= 6.00', 'Promo2SinceYear <= 0.00', 'Promo2SinceWeek <= 14.00']",0.6072874493927125,3.0,4724.4956,4967.0,2014-11-15
213,"['870.00 < CompetitionDistance <= 1700.00', '3.00 < DayOfWeek <= 6.00', 'Promo > 0.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'CompetitionOpen > 70.00', 'PromoOpen > 24178.00', 'Promo2SinceYear <= 2011.00', 'Month > 2.00']",0.6919191919191919,4.0,6083.704,5334.0,2014-11-14
214,"['870.00 < CompetitionDistance <= 2960.00', '2.00 < DayOfWeek <= 4.00', 'Promo > 0.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '70.00 < CompetitionOpen <= 24158.00', 'PromoOpen > 24178.00', 'Month > 2.00', 'Promo2SinceYear <= 2011.00']",0.6998355263157895,4.0,5803.72,3869.0,2014-11-13
215,"['870.00 < CompetitionDistance <= 1700.00', '2.00 < DayOfWeek <= 3.00', '0.00 < Promo <= 1.00', 'Assortment <= 1.00', 'CompetitionOpen > 70.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'PromoOpen > 24178.00', 'Promo2SinceYear <= 2011.00', 'Month > 3.00']",0.7380352644836272,4.0,5823.75,4677.0,2014-11-12
216,"['870.00 < CompetitionDistance <= 1700.00', 'Promo > 0.00', 'Assortment <= 1.00', '1.00 < DayOfWeek <= 2.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '70.00 < CompetitionOpen <= 24158.00', 'PromoOpen > 24178.00', 'Promo2SinceWeek <= 0.00']",0.7753496503496503,4.0,6319.1016,4479.0,2014-11-11
217,"['PromoOpen > 24178.00', '0.00 < Promo <= 1.00', '870.00 < CompetitionDistance <= 1700.00', 'Month > 10.00', '70.00 < CompetitionOpen <= 107.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'DayOfWeek <= 1.00', 'Promo2SinceWeek <= 0.00', 'Assortment <= 1.00', 'Promo2SinceYear <= 0.00']",0.6893886156008433,5.0,7217.795,5474.0,2014-11-10
218,"['Assortment <= 1.00', 'Promo <= 0.00', '70.00 < CompetitionOpen <= 107.00', '870.00 < CompetitionDistance <= 1700.00', 'Month > 10.00', 'PromoOpen > 24178.00', 'Promo2SinceYear <= 2009.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '3.00 < DayOfWeek <= 6.00']",0.6222095020034345,3.0,4725.8657,4720.0,2014-11-08
219,"['870.00 < CompetitionDistance <= 1700.00', '3.00 < DayOfWeek <= 6.00', '0.00 < Promo <= 1.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '70.00 < CompetitionOpen <= 24158.00', 'PromoOpen > 24178.00', 'Month > 3.00']",0.7036770007209805,4.0,6250.739,5220.0,2014-11-07
220,"['870.00 < CompetitionDistance <= 1700.00', '3.00 < DayOfWeek <= 4.00', 'Promo > 0.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '70.00 < CompetitionOpen <= 24158.00', 'PromoOpen > 24178.00', 'Promo2SinceYear <= 2011.00', 'Month > 3.00']",0.6935483870967742,4.0,6039.457,4785.0,2014-11-06
221,"['6.00 < CompetitionOpenSinceMonth <= 9.00', '2.00 < DayOfWeek <= 3.00', 'Promo > 0.00', '870.00 < CompetitionDistance <= 1700.00', 'Assortment <= 1.00', '70.00 < CompetitionOpen <= 24158.00', 'PromoOpen > 24178.00', 'Month > 2.00', 'Promo2SinceYear <= 2011.00']",0.7185007974481659,4.0,6201.5547,4838.0,2014-11-05
222,"['870.00 < CompetitionDistance <= 1700.00', '0.00 < Promo <= 1.00', 'Assortment <= 1.00', '1.00 < DayOfWeek <= 2.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '70.00 < CompetitionOpen <= 24158.00', 'Promo2SinceYear <= 0.00', 'PromoOpen > 24178.00', 'Promo2SinceWeek <= 0.00']",0.7502356267672008,4.0,6833.3374,5253.0,2014-11-04
223,"['0.00 < Promo <= 1.00', '870.00 < CompetitionDistance <= 1700.00', 'PromoOpen > 24178.00', 'DayOfWeek <= 1.00', 'Assortment <= 1.00', 'Promo2SinceWeek <= 0.00', '70.00 < CompetitionOpen <= 24158.00', 'Promo2SinceYear <= 0.00', 'Month > 3.00', '6.00 < CompetitionOpenSinceMonth <= 9.00']",0.7176966292134831,5.0,8032.3037,5857.0,2014-11-03
224,"['Assortment <= 1.00', 'Promo <= 0.00', 'PromoOpen > 24178.00', '70.00 < CompetitionOpen <= 107.00', '870.00 < CompetitionDistance <= 1700.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Month > 10.00', 'Promo2SinceWeek <= 0.00', '3.00 < DayOfWeek <= 6.00', 'Promo2SinceYear <= 0.00']",0.6077694235588973,3.0,4838.5786,6532.0,2014-11-01
225,"['Promo2SinceWeek <= 0.00', 'Promo <= 0.00', '8.00 < Month <= 10.00', '70.00 < CompetitionOpen <= 107.00', 'Assortment <= 1.00', '3.00 < DayOfWeek <= 5.00', '870.00 < CompetitionDistance <= 10690.00', 'PromoOpen > 24178.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Promo2SinceYear <= 2009.00']",0.6612050739957717,3.0,5589.8,4161.0,2014-10-31
